,ENSG00000006611.14,ENSG00000106078.16,ENSG00000141448.7,ENSG00000178401.13
0,0.12164929365408565,0.11824423873588091,0.29280364285066895,0.23666378980523936
1,0.16449168195272187,0.2151049074243225,0.1847846205334001,0.2265174414690826
2,0.23031568579497622,0.2266249309637001,0.6517393703597079,0.2648594201733021
3,0.1373382991786631,0.20650896348075004,0.33542624263576915,0.4212126351732765
4,0.16929641957426986,0.20216458802076664,0.1421201997644503,0.1951951548273175
5,0.09665015732684594,0.11049100021978732,0.22771033262405702,0.16934378835833286
6,0.12841791089874174,0.15448160733889393,0.30438396851943766,0.3367333857764956
7,0.2535555470501701,0.13186474220010264,0.3973091572289683,0.18307754048741412
8,0.06982144795809166,0.02924669892236095,0.1199121385431648,0.06497963998503677
9,0.16721369130254696,0.165543319504964,0.2539921246279631,0.1391759979382973
10,0.24063937160684795,0.34912239731431244,0.5139434036634472,0.21639983074716865
11,0.2345325671258679,0.23371075141755562,0.0482816648011478,0.004167686012343647
12,0.23385443631192454,0.1467154018135968,0.2788528984289053,0.23989047774960545
13,0.09052529292097117,0.21769705762634248,0.26207688481529945,0.26683412344672247
14,0.2565374267507174,0.19250107857692933,0.34803790534225354,0.22024681266711657
15,0.20301468349585666,0.14788578318061754,0.17376961363562096,0.23717413210182678
16,0.1345073084289865,0.1483685217342789,0.23094731435234184,0.2929187025526778
17,0.10260132850718831,0.13570093074246392,0.13015718796752596,0.037122737222167974
18,0.3626752703881613,0.19228875607505416,0.29614634036811405,0.31570201589904967
19,0.08570791630785606,0.1611375213491294,0.2517615950732177,0.33274117538559383
20,0.2777541768888626,0.30679769911943355,0.25026520015693365,0.8118226243723443
21,0.09287389755727973,0.16544167984766575,0.30525976727957826,0.2934077483425004
22,0.44925674460311316,0.36605286152438826,0.006011930906071341,0.006161091278261165
23,0.11755629994525713,0.07483901930373728,0.13499605111645582,0.1426751957745628
24,0.12284544561104263,0.2995788554749444,0.2307878924000995,0.11024315693504669
25,0.07972082540246894,0.10714907954522282,0.14438348253671954,0.1539051904105567
26,0.3112853997806435,0.5224145646999473,0.13787919693088982,0.08275118567326595
27,0.057864515762379255,0.2356083587030463,0.15081209118947236,0.2503998741480274
28,0.0601253625199167,0.17113514456385848,0.1031829543993747,0.13535692505098007
29,0.06112292718995794,0.04774208468548505,0.13249902768749883,0.06595113479137077
30,0.23607062671450332,0.40828296767017347,0.27215951004723343,0.14707327369835152
31,0.4600239380256245,0.1711308420911606,0.5170171667677128,0.5273117710518447
32,0.03685032599954732,0.1943557420894275,0.1756985558659767,0.22460376423949477
33,0.2677806125588783,0.43357238255369857,0.36917164441290246,0.8432692766000237
34,0.10156365736470103,0.1193501923807845,0.18964534611342995,0.27877070928348113
35,0.13301335851001553,0.11101034276034764,0.1654007555563992,0.1600301714146073
36,0.2692098069992154,0.0688181964668966,0.15141673898345084,0.08961032669587957
37,0.10858800939336916,0.09895287008600263,0.2510770181465857,0.11599816259314401
38,0.08697528143394023,0.15717752669848492,0.09399935891963283,0.18194857190023014
39,0.12752866685290487,0.11047336673265738,0.1118960639631403,0.2502057047649014
40,0.18629164626598724,0.22543002735370776,0.42063133951826215,0.15245008558867618
41,0.16460461112560895,0.1303895036680713,0.31832062379787773,0.2413947997165409
42,0.0627932240680306,0.09624973333506737,0.2844482961546798,0.13405841711773775
43,0.16462288225574684,0.1866984096641452,0.270130625152071,0.21564516404483075
44,0.44378345870079133,0.10334960659623454,0.1655507833973154,0.3909819676037109
45,0.027095913412622217,0.021933671310280064,0.06256997671352238,0.056781700604810456
46,0.1503879544583027,0.10896213174545764,0.1097297512361662,0.18150604366091336
47,0.15149486764800787,0.17161978735439823,0.24526408768822164,0.20443784051586675
48,0.4324730709263996,0.1507834063603272,0.3922713471067603,0.17029721228265995
49,0.26582542590375574,0.17358884694435942,0.5971473317480359,0.25683215248749475
50,0.06693666945652328,0.1973048564204738,0.1608043369881257,0.1709300874187501
51,0.056635209541153204,0.16829755000356394,0.2640791953384585,0.18916583844184753
52,0.0724898743229185,0.15156602661996543,0.19472602749559506,0.21999929750441247
53,0.017274661914397298,0.058550047499489395,0.14085286577006795,0.27577311317129805
54,0.23744825093645996,0.09763699967485667,0.2793539641851626,0.2758621087998322
55,0.22340062698744476,0.5828645106298319,0.15601661763351002,0.05601355149903539
56,0.00825573162966952,0.03109386282645254,0.052857122696987106,0.041027813892997554
57,0.0923434607342534,0.17437752155424574,0.17059505169906028,0.15770450985892165
58,0.21564102776318572,0.1924084078915272,0.20393715501623688,0.37981842148986084
59,0.1548823688987439,0.16405554985116663,0.2586167836320134,0.3662942162442089
60,0.04826011652707914,0.29606321118997103,0.3522141528409196,0.25968254849861244
61,0.07644992227179041,0.07797594597529857,0.17049413354413934,0.12440695153885925
62,0.3873565203160408,0.1459496086416552,0.28533577483738864,0.6996653512811911
63,0.25296678364818154,0.18267190608201375,0.1493867614452341,0.2193985141151189
64,0.08560608113092641,0.2180403764184373,0.18820283366951127,0.16375652729903536
65,0.05939665459105765,0.1642198918785088,0.24547503762656725,0.2979539517033651
66,0.23126891451219506,0.39452677106589085,0.23090822538010342,0.6243795988207491
67,0.36320046330779276,0.14322069782461982,0.49340106339499,0.27562904415629413
68,0.10200599103188816,0.325691872488889,0.20809208211224717,0.21544605526835864
69,0.2592253494438728,0.1562373784250139,0.18331146167822054,0.7536768377819782
